id,address,categories,city,country,keys,latitude,longitude,menuPageURL,amountMax,amountMin,currency,dateSeen,description,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,,22.5,15.5,USD,2016-03-31T02:19:42Z,,Little Pizza Paradise,97701,,,,OR
AVwc_6KEIN2L1WUfrKAH,Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,,18.95,18.95,USD,2016-03-31T02:19:42Z,,Little Pizza Paradise,97701,,,,OR
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,12,12,USD,2015-10-23T03:57:26Z,,The Brentwood,90049,USD,50,55,Brentwood
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,13,13,USD,2015-10-23T03:57:26Z,,The Brentwood,90049,USD,50,55,Brentwood
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,13,13,USD,2015-10-23T03:57:26Z,"Olives, onions, capers, tomatoes",The Brentwood,90049,USD,50,55,Brentwood
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,15,15,USD,2015-10-23T03:57:26Z,,The Brentwood,90049,USD,50,55,Brentwood
AVwc_6qRByjofQCxkcxw,148 S Barrington Ave,"American Restaurant,Bar,Bakery",Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,,15,15,USD,2015-10-23T03:57:26Z,,The Brentwood,90049,USD,50,55,Brentwood
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,10.99,7.99,USD,2016-06-14T02:33:07Z,Choose a pizza size.,Bravo Pizza Hollywood,90027,,,,Los Feliz
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,11.99,7.99,USD,2016-06-14T02:33:07Z,"Canadian bacon, pineapple.",Bravo Pizza Hollywood,90027,,,,Los Feliz
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,16.99,11.99,USD,2016-06-14T02:33:07Z,,Bravo Pizza Hollywood,90027,,,,Los Feliz
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,5.99,5.99,USD,2016-06-14T02:33:07Z,,Bravo Pizza Hollywood,90027,,,,Los Feliz
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,5.99,5.99,USD,2016-06-14T02:33:07Z,,Bravo Pizza Hollywood,90027,,,,Los Feliz
AVwc_7d_IN2L1WUfrKNN,5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,,16.99,10.99,USD,2016-06-14T02:33:07Z,,Bravo Pizza Hollywood,90027,,,,Los Feliz
AVwc_8WAByjofQCxkdDA,801 Saint Emanuel St,"Bar,Beer Garden,Sports Bar,Sports Bar, Bar, and Beer Garden",Houston,US,us/tx/houston/801saintemanuelst/960946322,29.75247947,-95.35416442,,9.95,9.95,USD,2016-06-18T15:32:15Z,Choose any of your own toppings to make it your own,Lucky's Pub,77003,USD,25,40,TX
AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,,8.95,8.95,USD,2016-07-01T15:03:32Z,,Roadhouse Cafe,2601,,,,MA
AVwc_abAIN2L1WUfrEps,478 South St,"American Restaurant, Seafood Restaurant, and French Restaurant",Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,,10.95,10.95,USD,2016-07-01T15:03:32Z,,Roadhouse Cafe,2601,,,,MA
AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,,,,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",,Brigham Young University,84602,,,,UT
AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,19.95,15.71,USD,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",Seven layer bean dip,Brigham Young University,84602,,,,UT
AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,,,,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",1 each (324.00 g),Brigham Young University,84602,,,,UT
AVwc_dHKkufWRAb51Kei,1 N University Hl,"University,University University",Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,,,,,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",1 each (149.18 g),Brigham Young University,84602,,,,UT
AVwc_gjWByjofQCxkYOz,9595 Six Pines Dr,"Sporting Goods Shop,Shoe Store,Sporting Goods Shop and Shoe Store Town Center,Sporting Goods Shop and Shoe Store,Sportswear,Shoe Stores,Running Stores,Clothing Stores,Sporting Goods",Spring,US,us/tx/spring/9595sixpinesdr/-327153848,30.16413,-95.46235,,,,,2016-06-04T20:48:53Z,,Luke's Locker,77380,USD,0,25,TX
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,10.99,10.99,USD,2016-01-12T23:21:20Z,,Francesca's On Chestnut,60611,USD,25,40,Ontario Street
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,10.99,10.99,USD,2016-04-24T00:00:00Z,,Francesca's On Chestnut,60611,USD,25,40,Ontario Street
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,,,,"2016-01-12T23:21:20Z,2016-01-27T13:33:07Z",,Francesca's On Chestnut,60611,USD,25,40,Ontario Street
AVwc_h3pkufWRAb51LOO,200 E Chestnut St,"Italian Restaurant,Restaurant,Italian Restaurant Streeterville",Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,,,,,2016-04-24T00:00:00Z,,Francesca's On Chestnut,60611,USD,25,40,Ontario Street
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,,,USD,2017-07-15T22:22:40.769Z,with pepperoni,Country Bagel Bakery,19380,,,,PA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,,,USD,2017-07-15T22:22:40.769Z,with mushroom,Country Bagel Bakery,19380,,,,PA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,,,USD,2017-07-15T22:22:40.770Z,with pepperoni & mushroom,Country Bagel Bakery,19380,,,,PA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,2.59,2.59,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Country Bagel Bakery,19380,,,,PA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Country Bagel Bakery,19380,,,,PA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.29,3.29,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Country Bagel Bakery,19380,,,,PA
AVwc_jdF_7pvs4fz1IZm,145 E Gay St,"Bagels,Bakeries,Restaurants,Restaurant,Breakfast Brunch & Lunch Restaurants,,Bagel Shop,Breakfast Spot,Coffee Shop",West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,http://www.yellowpages.com/west-chester-pa/mip/country-bagel-bakery-451326037/menu,3.59,3.59,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Country Bagel Bakery,19380,,,,PA
AVwc_JnXIN2L1WUfrB0m,925 Blossom Hill Road Oakridge Mall,Restaurant,San Jose,US,us/ca/sanjose/925blossomhillroadoakridgemall/-1933738733,37.250458,-121.863415,,,,,2016-04-23T00:00:00Z,,Buca Di Beppo - San Jose - Oakridge,95123,USD,0,30,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z","BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,4.59,4.59,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_KyeIN2L1WUfrB_N,26900 Newport Rd,"Italian Restaurant,Pizza Place,Take Out Restaurants,Restaurants,Italian Restaurant and Pizza Place,Pizza,doctor",Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.012459,,,,,"2016-03-25T03:23:25Z,2016-05-31T07:24:36Z",,Uncle John's Pizza,75052,,,,TX
AVwc_odFIN2L1WUfrHAb,3480 S Carrier Pkwy,"Restaurants,Pizza Place Southwest Dallas,Pizza Place",Grand Prairie,US,us/tx/grandprairie/3480scarrierpkwy/-2122197789,32.685459,-97.012459,,,,,"2016-03-25T03:23:25Z,2016-05-31T07:24:36Z",,Uncle John's Pizza,75052,,,,TX
AVwc_oTMIN2L1WUfrG-p,2111 Stewart Ave,Sandwich Place,Wausau,US,us/wi/wausau/2111stewartave/723163710,44.95747331,-89.66768203,,4.99,4.99,USD,"2016-04-05T02:07:11Z,2016-08-04T16:14:47Z","Pepperoni, marinara, garlic, seasoning and parmesan cheese",Philly's Subs,54401,USD,0,25,WI
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,,12,12,USD,2016-03-29T05:23:07Z,,Satsuma,19806,USD,0,30,DE
AVwc_VAb_7pvs4fz1F-Z,1707 Delaware Ave,"Asian Restaurant,Asian Restaurant Forty Acres",Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,,12,12,USD,"2016-08-22T00:00:00Z,2016-04-24T00:00:00Z",,Satsuma,19806,USD,0,30,DE
AVwc_XoZ_7pvs4fz1Gdd,116 Ann St,"Family Style Restaurants,Restaurants,Restaurant",Pickens,US,us/sc/pickens/116annst/32165426,34.883816,-82.7078,,2.99,2.99,USD,"2016-05-31T13:48:24Z,2016-04-05T03:05:47Z",,Gatehouse Restaurant,29671,,,,SC
AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,2016-04-01T06:44:32Z,,Imo's Pizza,63010,,,,MO
AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,2016-04-01T06:44:32Z,,Imo's Pizza,63010,,,,MO
AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,2016-04-01T06:44:32Z,,Imo's Pizza,63010,,,,MO
AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,2016-04-01T06:44:32Z,,Imo's Pizza,63010,,,,MO
AVwc05XuByjofQCxinyc,2000 El Lago Dr,"Pizza,Delicatessens,Take Out Restaurants,Restaurants,Pizza Place",Arnold,US,us/mo/arnold/2000ellagodr/-983662720,38.40468,-90.38609,http://www.yellowpages.com/arnold-mo/mip/imos-pizza-16909847/menu,,,,2016-04-01T06:44:32Z,,Imo's Pizza,63010,,,,MO
AVwc0a6lkufWRAb5zWvc,3060 Naglee Rd,American Restaurant,Tracy,US,us/ca/tracy/3060nagleerd/-448957010,37.75757298,-121.4618598,,,,,2016-03-03T18:04:54Z,,Applebee's Tracy,95304,USD,25,40,CA
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,,8,8,USD,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, sausage and bacon.",Little Caesars Pizza,77506,,,,TX
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,,7,7,USD,2016-06-07T19:44:53Z,,Little Caesars Pizza,77506,,,,TX
AVwc0Be1kufWRAb5zSVB,2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,,9,9,USD,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Little Caesars Pizza,77506,,,,TX
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,19.99,16.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Broccoli, spinach, peppers and mushrooms",Joey's N Y Pizza,89052,,,,NV
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,18.99,15.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z",,Joey's N Y Pizza,89052,,,,NV
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,21.99,17.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Joey's N Y Pizza,89052,,,,NV
AVwc0cXJkufWRAb5zW_a,11165 S Eastern Ave,"Pizza Place,Pizza,Take Out Restaurants,Caterers,Italian Restaurants,Restaurants",Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,http://www.yellowpages.com/henderson-nv/mip/joeys-n-y-pizza-6638276/menu,16.99,13.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Fresh mozzarella, fresh parmesan and fresh garlic",Joey's N Y Pizza,89052,,,,NV
AVwc0fCOkufWRAb5zXXa,21100 91st Pl S,"Keymakers,Locks & Locksmiths",Kent,US,us/wa/kent/2110091stpls/101945399,47.413195,-122.218841,,1.75,1.75,USD,2017-03-03T22:40:19Z,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Keyme,98031,,,,WA
AVwc0jboByjofQCxijqT,264 Lakeside Ave,"Restaurants,Bars & Pubs",Laconia,US,us/weirsbeach/laconia/264lakesideave/-638314910,43.607478,-71.459311,,15,15,USD,2016-12-13T03:41:00Z,,Tower Hill Tavern,3246,,,,Weirs Beach
AVwc0N-0ByjofQCxif90,1431 Plaza Pl,Restaurant,Southlake,US,us/tx/southlake/1431plazapl/851666666,32.945053,-97.12952,,8.95,8.95,USD,2016-04-24T00:00:00Z,"Boursin, mozzarella, arugula, parmesan",Brio Tuscan Grille - Southlake - Southlake Town Square,76092,USD,0,30,TX
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,,13.99,13.99,USD,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",,Doubledave's Pizza Works,77845,USD,0,25,TX
AVwc0q64kufWRAb5zZhU,3505 A Longmire Dr,"Restaurant,Pizza Place",College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,,3.99,3.99,USD,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",,Doubledave's Pizza Works,77845,USD,0,25,TX
AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Bacon , lettuce, tomato, mayo, ranch",Frank's Pizzeria,68154,,,,NE
AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Bbq sauce, chicken, red onions",Frank's Pizzeria,68154,,,,NE
AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Hot sauce, chicken, ranch dressing,  blue cheese",Frank's Pizzeria,68154,,,,NE
AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,,,,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z",Fresh mozzarella and basil,Frank's Pizzeria,68154,,,,NE
AVwc0thDkufWRAb5zaBV,711 N 132nd St,"Pizza Place,Take Out Restaurants,Restaurants,Pizza",Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,http://www.yellowpages.com/omaha-ne/mip/franks-pizzeria-14353693/menu?lid=14353693,16.24,16.24,USD,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Mozzarella, ricotta, garlic, no sauce",Frank's Pizzeria,68154,,,,NE
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,"Pizza Place,Restaurant",Addison,US,us/il/addison/190nswiftrd/1318595626,41.9317,-88.0421,,6.7,6.7,USD,"2016-03-29T04:54:16Z,2016-04-23T14:43:32Z","Our backed light crust, stuffed and folded with our freshest ingredients, basted with garlic butter, sprinkled with romano cheese and parsley",Casino's Pizza,60101,,,,IL
AVwc0UfGkufWRAb5zVuE,190 N Swift Rd,"Pizza Place,Restaurant",Addison,US,us/il/addison/190nswiftrd/1318595626,41.9317,-88.0421,,2.76,2.76,USD,"2016-03-29T04:54:16Z,2016-04-23T14:43:32Z",Served all day,Casino's Pizza,60101,,,,IL
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,"Bakery,Bakery Restaurants,Food Products Retail,Variety Stores,Organic Foods & Products,Bakeries,Restaurant,Bakery Northwest Arvada",Arvada,US,us/co/arvada/11651w64thave/-39981986,39.812937,-105.129404,,7.99,7.99,USD,2016-05-01T04:51:27Z,,Glutenfree Things,80004,,,,CO
AVwc0vdZkufWRAb5zaZ_,11651 W 64th Ave,"Bakery,Bakery Restaurants,Food Products Retail,Variety Stores,Organic Foods & Products,Bakeries,Restaurant,Bakery Northwest Arvada",Arvada,US,us/co/arvada/11651w64thave/-39981986,39.812937,-105.129404,,7.99,7.99,USD,2016-05-01T04:51:27Z,,Glutenfree Things,80004,,,,CO
AVwc0Wtp_7pvs4fzzSbm,22 Englar Rd,Italian Restaurant,Westminster,US,us/md/westminster/22englarrd/434131710,39.58133698,-76.98956,,15.95,9,USD,"2016-03-21T00:01:32Z,2016-06-27T14:06:56Z",,Mediterraneo Ristorante,21157,USD,25,40,MD
AVwc-0zw_7pvs4fz1AjD,50a,"Pub,Sports Bar",Hermosa Beach,US,us/ca/hermosabeach/50a/-2089456359,33.862,-118.400769,,9.75,9.75,USD,2016-03-24T09:56:05Z,,Patrick Molloy's Sports Pub,90254,USD,25,40,CA
